mass,limit_95,med_limit,2sigma_up,1sigma_up,1sigma_down,test_statistic
0.12447,1.6810982277919012e-09,1.5066003707227626e-09,2.2419074267521433e-09,1.9099593411093905e-09,9.44364601642918e-10,0.40600572099830645
0.12451,1.781930037766047e-09,1.505565599776332e-09,2.239905144767811e-09,1.9083726244657126e-09,9.442883365855725e-10,0.6644052061860374
0.12455,1.7669139835080047e-09,1.5004299605269016e-09,2.2352130429440562e-09,1.9035911116563417e-09,9.375792773259049e-10,0.630306430176841
0.1246,1.4942038000484836e-09,1.4998860718712961e-09,2.232993730634616e-09,1.9020851267722073e-09,9.388431796229445e-10,-0.013058696280698725
0.12464,1.2831731222518597e-09,1.4978003137514962e-09,2.230696989992669e-09,1.8999199029174463e-09,9.365457487025758e-10,-0.4397387589361411
0.12468,1.2387555228572006e-09,1.5001638499744497e-09,2.231808270319929e-09,1.9015077928251016e-09,9.408667947392871e-10,-0.5208823585486886
0.12472,1.227867383172658e-09,1.4988172599505331e-09,2.232030315611173e-09,1.901113783585488e-09,9.373367172249466e-10,-0.5426488887195156
0.12476,1.3314404747989354e-09,1.5006744079783654e-09,2.2340746690902116e-09,1.903047518620549e-09,9.393450230412344e-10,-0.3505755208637235
0.1248,1.5705588591387318e-09,1.5001796489731158e-09,2.232527028526312e-09,1.9019327213881687e-09,9.400672294606618e-10,0.15979642324976787
0.12484,1.8082446104649332e-09,1.4908454055416273e-09,2.224957302669419e-09,1.8937904756013964e-09,9.268417366929289e-10,0.7527018496230655
0.12488,1.888960224454071e-09,1.4999713300637329e-09,2.231135658284634e-09,1.901007997355056e-09,9.413828839419928e-10,0.9718650467941355
0.12492,1.9243647033741926e-09,1.5025776987718524e-09,2.232462349383514e-09,1.9028140627162046e-09,9.460653485616286e-10,1.0726756939304523
0.12496,1.8905544478081195e-09,1.5019784890505769e-09,2.2328273922942853e-09,1.9027922046613183e-09,9.44186846596392e-10,0.9747772872487506
0.12501,1.8342913450475107e-09,1.5060367002078745e-09,2.235150422257826e-09,1.905774669510082e-09,9.51062087176338e-10,0.8218991699823821
0.12505,1.6651662342332088e-09,1.498686719844353e-09,2.229747690336331e-09,1.8997194713625626e-09,9.397572456648308e-10,0.38951093644865337
0.12509,1.3681241896578112e-09,1.4960661208768717e-09,2.2274966986989084e-09,1.897376591372245e-09,9.360833653956714e-10,-0.27056594898477976
0.12513,1.027693258226959e-09,1.5028033363093627e-09,2.2306230886540405e-09,1.9018668822779337e-09,9.485450550201716e-10,-0.8675335787505356
0.12517,9.278301455893297e-10,1.4890993227096543e-09,2.220437811674288e-09,1.8904809486360372e-09,9.278301455893297e-10,-1.3516710816591273
0.12521,9.31500372071079e-10,1.4913147239689677e-09,2.221822335931703e-09,1.8921641925003578e-09,9.31500372071079e-10,-1.69414085125778
0.12525,9.493586301627823e-10,1.5020438955983959e-09,2.228535665260007e-09,1.9003191566878488e-09,9.493586301627823e-10,-1.521725729039139
0.12529,9.50162801586743e-10,1.5028287727232762e-09,2.229475554324518e-09,1.9011739016999546e-09,9.50162801586743e-10,-1.2031262296102043
0.12533,1.1769554989358452e-09,1.4895880771777248e-09,2.2188213047730766e-09,1.889699932422208e-09,9.310614767236427e-10,-0.6202763561588229
0.12538,1.6123480481208528e-09,1.4745627878882205e-09,2.196106232698803e-09,1.870444925614017e-09,9.220529436268526e-10,0.3184293866547746
0.12542,1.8954154084136513e-09,1.4653190095354525e-09,2.1831718807961003e-09,1.8592069575338643e-09,9.152906922757598e-10,1.098890002568837
0.12546,2.03950181103579e-09,1.4711578169079566e-09,2.1810968440017454e-09,1.8602929219489285e-09,9.317957952376763e-10,1.5633385089812442
0.1255,1.883083314797605e-09,1.4493319149605474e-09,2.166258911578631e-09,1.8429811050732446e-09,8.971288617604216e-10,1.0906367807253297
0.12554,1.6253260721586125e-09,1.4608926366590525e-09,2.174254201360511e-09,1.8522385093368983e-09,9.152198633357866e-10,0.39255660178759505
0.12558,1.456517770795485e-09,1.4606933588002448e-09,2.1745276330118125e-09,1.8523204482638302e-09,9.144154262855922e-10,-0.009790961930360813
0.12562,1.3659410291585476e-09,1.461002363815234e-09,2.1749179321666146e-09,1.852670804819594e-09,9.146973560064463e-10,-0.20725801242280248
0.12566,1.4968089152199564e-09,1.458195137695125e-09,2.170293950134782e-09,1.8488439780505123e-09,9.135044291141349e-10,0.08945095741958337
0.12571,1.6114448169634317e-09,1.4519497490245339e-09,2.1623180574026236e-09,1.841699766363499e-09,9.0802501032171e-10,0.37810680768658494
0.12575,1.596852338901159e-09,1.4357371165461318e-09,2.1374830306889596e-09,1.8207279941343297e-09,8.98717591729018e-10,0.3892009728905805
0.12579,1.5367483847064874e-09,1.4209285373961265e-09,2.115670663580102e-09,1.8020849701993121e-09,8.891753852197692e-10,0.2776703797374841
0.12583,1.512294038800889e-09,1.4206689437929286e-09,2.1144077570809295e-09,1.8012431304008384e-09,8.900450644707127e-10,0.22043149067821827
0.12587,1.4774372101157728e-09,1.4209338361600643e-09,2.115061897466388e-09,1.8017327730961332e-09,8.898944929160998e-10,0.1339522039595815
0.12591,1.3786328106256084e-09,1.4194126586788294e-09,2.1129740676565098e-09,1.7999102547524528e-09,8.887160475782787e-10,-0.09320664422289335
0.12595,1.2030712525460336e-09,1.4190311033887283e-09,2.111844558667991e-09,1.7991008552403478e-09,8.89120327512873e-10,-0.4614971795021418
0.12599,9.53594250437378e-10,1.4162698156108557e-09,2.109386215339186e-09,1.7965724610661543e-09,8.854069601492894e-10,-0.9006335192540504
0.12604,9.522465124264711e-10,1.4153627155508795e-09,2.1082017353763723e-09,1.795522313194337e-09,8.846250172974737e-10,-0.90201423652627
0.12608,1.239037730405741e-09,1.4193323917241558e-09,2.111880602971542e-09,1.7992421094435254e-09,8.89791984440654e-10,-0.38933607459683156
0.12612,1.4065562059211753e-09,1.4185332815874227e-09,2.111750002338379e-09,1.7988494999042035e-09,8.88037514686751e-10,-0.028021680719296123
0.12616,1.4604421239263978e-09,1.408886866734092e-09,2.0970271169255204e-09,1.7864058098536773e-09,8.824188148125008e-10,0.12325825158767757
0.1262,1.4874106313787333e-09,1.4084235609294544e-09,2.096229046043178e-09,1.785756846560417e-09,8.822444298678817e-10,0.19066660002048394
0.12624,1.4280136930942825e-09,1.408132349524206e-09,2.0956767294981024e-09,1.7853209619589224e-09,8.821842474339277e-10,0.04798014127742816
0.12628,1.4450710047085196e-09,1.40662737156948e-09,2.0938202285887167e-09,1.7836376191048227e-09,8.807873042548198e-10,0.09123465001538307
0.12633,1.414157207500053e-09,1.4061258315588508e-09,2.093405134049155e-09,1.7831923733253415e-09,8.801027388691205e-10,0.018032309829101426
0.12637,1.400795975691092e-09,1.4046275969059408e-09,2.090802111228367e-09,1.781070362218445e-09,8.796288263084097e-10,-0.008610730953553657
0.12641,1.3308292241092516e-09,1.4031991110334131e-09,2.0883279378279117e-09,1.7790488984300588e-09,8.79184203096232e-10,-0.16398363120981013
0.12645,1.302453050530714e-09,1.3969344432536942e-09,2.0794071510651504e-09,1.7713414426496618e-09,8.74787018059156e-10,-0.21471051602109853
0.12649,1.3583754546671073e-09,1.3906058659774362e-09,2.070130056496188e-09,1.7634002094347486e-09,8.706568323654458e-10,-0.07545652669384068
0.12653,1.4341096770331308e-09,1.3904494947807353e-09,2.0699585252864676e-09,1.7632369796652224e-09,8.704913337437684e-10,0.10464748931880999
0.12657,1.5771691749553513e-09,1.3896819895235883e-09,2.069338160304737e-09,1.7625673232747473e-09,8.694082122106248e-10,0.47157965842662125
0.12662,1.6227652112777516e-09,1.3887640696815925e-09,2.0682930108077895e-09,1.7615917454133839e-09,8.684533718607156e-10,0.5974238207411022
0.12666,1.6321043235551395e-09,1.3832664818688487e-09,2.05751794588667e-09,1.7531036384170013e-09,8.680677553647272e-10,0.651729864208401
0.1267,1.6412884763355678e-09,1.3683381729675257e-09,2.0380793874366207e-09,1.735807580279829e-09,8.554117658314872e-10,0.7169105804728867
0.12674,1.6035860582000087e-09,1.366304122938482e-09,2.0338971381590445e-09,1.7325529597157594e-09,8.554958577113995e-10,0.6209879631429597
0.12678,1.5098028498575473e-09,1.3648640316813064e-09,2.0348154448836e-09,1.7329781738792203e-09,8.530643314815189e-10,0.3637247803895317
0.12682,1.377017594349034e-09,1.3664127563980835e-09,2.0338657205438995e-09,1.7325806905764132e-09,8.557733413509707e-10,0.026175741382867213
0.12687,1.0123950209477824e-09,1.363301900400116e-09,2.030915647293007e-09,1.729626817394797e-09,8.51802982933984e-10,-0.7402448436186848
0.12691,8.637169900933097e-10,1.3705424021134459e-09,2.0354952115152148e-09,1.7351703907591262e-09,8.637169900933097e-10,-1.047790132359927
0.12695,8.623235303785728e-10,1.3693057371322605e-09,2.0341617714696627e-09,1.7339022027946161e-09,8.623235303785728e-10,-1.1527808338305392
0.12699,8.809476137251033e-10,1.3684103530268749e-09,2.0337451375845356e-09,1.7333070386071335e-09,8.606498939628812e-10,-0.9591803326288977
0.12703,1.0742289202391982e-09,1.363330137117573e-09,2.0303319187668675e-09,1.7293011595496424e-09,8.525280744847972e-10,-0.6253262308329001
0.12707,1.2712325883555818e-09,1.3654167309960203e-09,2.031923305544603e-09,1.7310567928273368e-09,8.556421079470688e-10,-0.21757475185318573
0.12712,1.4560141276560704e-09,1.363134047421432e-09,2.0298438841513077e-09,1.7289368581131281e-09,8.526415979568029e-10,0.22929089072509168
0.12716,1.5280122649550947e-09,1.3621789680599226e-09,2.028408597607457e-09,1.7277134604900054e-09,8.52086412218174e-10,0.422276438934844
0.1272,1.5092763599571637e-09,1.3610967334730854e-09,2.026994064315539e-09,1.7264539186979305e-09,8.511910330795675e-10,0.3744472944682585
0.12724,1.4328010122237063e-09,1.362004926264053e-09,2.0279779957987998e-09,1.72738620715932e-09,8.522171042662896e-10,0.17384979140710827
0.12728,1.382939808292792e-09,1.3624008659248177e-09,2.0282085067361667e-09,1.7276749583462632e-09,8.529074267315276e-10,0.04963321804313505
0.12732,1.3156994255682937e-09,1.3617583290234753e-09,2.027385040108634e-09,1.7269391573928727e-09,8.523417177029847e-10,-0.11007189278886982
0.12737,1.3575916448551018e-09,1.3519401045763455e-09,2.0122706859103997e-09,1.7141970774160761e-09,8.46782459904288e-10,0.01450048945658977
0.12741,1.3548725416990367e-09,1.3423275657209004e-09,1.9979560110008362e-09,1.7020044522306568e-09,8.407718036926595e-10,0.03165262604521191
0.12745,1.40585571498375e-09,1.3380177255347867e-09,1.991132807933722e-09,1.696296697173086e-09,8.385784781987358e-10,0.17327560742138887
0.12749,1.4760469021329286e-09,1.3306592895146925e-09,1.9814430665314803e-09,1.6877059104039722e-09,8.324791717284881e-10,0.3769549062370981
0.12753,1.5358461314929774e-09,1.331255623105232e-09,1.981445195184776e-09,1.6879438390313421e-09,8.33896020803707e-10,0.5456703751923949
0.12757,1.6109822930773764e-09,1.3318353658230502e-09,1.98172102071397e-09,1.6883367775934044e-09,8.349430772068586e-10,0.7656705152253638
0.12762,1.5365678328462464e-09,1.3320881725190588e-09,1.9821326848968803e-09,1.688680346737513e-09,8.350452963514716e-10,0.5470698286242441
0.12766,1.4667375113578245e-09,1.3235405691470738e-09,1.9705246130222016e-09,1.6784966905124521e-09,8.283650359206898e-10,0.37409494895229617
0.1277,1.3209292516423542e-09,1.322152303585973e-09,1.968275262486597e-09,1.6766315851230557e-09,8.276976155045652e-10,-0.0033951424491406694
0.12774,1.1749891137269911e-09,1.3187099210575177e-09,1.962092039399904e-09,1.6716468826420489e-09,8.267907217663102e-10,-0.3367363416964586
0.12778,1.0999689199098969e-09,1.3141476350593769e-09,1.9559741925469367e-09,1.666257600100244e-09,8.231288466404234e-10,-0.49192648496914004
0.12782,1.085257799388508e-09,1.3130492339419398e-09,1.9550874980792694e-09,1.6653039361898855e-09,8.215518782195073e-10,-0.5222469060729656
0.12787,1.1539729693537208e-09,1.312555280368873e-09,1.9550460116333405e-09,1.665082173352397e-09,8.204351951932181e-10,-0.3762284654301889
0.12791,1.2589678219794954e-09,1.3125613231945094e-09,1.9538270028820593e-09,1.6643698710428203e-09,8.218920056591779e-10,-0.13145527054343425
0.12795,1.2806718900911994e-09,1.3076427465512955e-09,1.9460180481653317e-09,1.6578470319577572e-09,8.193906624029443e-10,-0.06556519848694735
0.12799,1.2567271224460112e-09,1.2996125216741551e-09,1.9349104051086675e-09,1.6481688503475413e-09,8.133087187983804e-10,-0.10780080918311148
0.12803,1.1281047930941509e-09,1.2898713789472052e-09,1.9210887142763214e-09,1.6362170681142523e-09,8.063915474400283e-10,-0.3891924859050521
0.12808,9.694926478448745e-10,1.2912230061883507e-09,1.9214160827727045e-09,1.6369396575407785e-09,8.092551669715947e-10,-0.7164143143482022
0.12812,9.215156256753408e-10,1.2925438311003767e-09,1.9221784200887156e-09,1.6379075767267956e-09,8.115181096879052e-10,-0.8058207891303742
0.12816,9.62295351880886e-10,1.2902740841844072e-09,1.9203197356365837e-09,1.63591937937811e-09,8.083020471457146e-10,-0.7293237577588944
0.1282,1.099781423444669e-09,1.288963489062393e-09,1.9192311301268507e-09,1.6347608502390818e-09,8.064720840073967e-10,-0.44853081603786693
0.12824,1.1682343157182878e-09,1.2808138881410092e-09,1.9059196055252346e-09,1.6237331154043795e-09,8.027781630684616e-10,-0.27464307932862475
0.12829,1.4137089292493634e-09,1.2711204668234096e-09,1.8919982006308467e-09,1.6117365368243268e-09,7.961227029091532e-10,0.3904931888554449
0.12833,1.6170586178176494e-09,1.2707787271820088e-09,1.8919738062442045e-09,1.6115817281692355e-09,7.953782355759795e-10,1.0174314028505387
0.12837,1.7387754248934588e-09,1.2817783402798403e-09,1.8999163208464712e-09,1.6205769797339543e-09,8.123607785912087e-10,1.4294686745354508
0.12841,1.7443104596830783e-09,1.2637955566522075e-09,1.888020749486628e-09,1.6065040038721437e-09,7.833981333367049e-10,1.4481190239472266
0.12845,1.732231843266322e-09,1.2728876204217532e-09,1.8954416046011338e-09,1.6144406935054252e-09,7.963480694836316e-10,1.3984611232217519
0.1285,1.5403740842452726e-09,1.2737401447347506e-09,1.8955558086301295e-09,1.614842329886027e-09,7.982624289319096e-10,0.7637492709385314
0.12854,1.3875791147123487e-09,1.2731256829487073e-09,1.8941086866020028e-09,1.6137592067895446e-09,7.98459648917762e-10,0.3132128807197042
0.12858,1.2241895740776028e-09,1.2717341269721522e-09,1.8928295796987302e-09,1.612468749663637e-09,7.965914719119674e-10,-0.11990736843682652
0.12862,1.1933371186282148e-09,1.2712233580105084e-09,1.8929560789801074e-09,1.6123469587223077e-09,7.951853848511123e-10,-0.19719308500658816
0.12866,1.0841171791942841e-09,1.2721121449146145e-09,1.8944288923825034e-09,1.613571588878405e-09,7.95504671596786e-10,-0.45219037738377005
0.12871,1.158692388033165e-09,1.2721166808587616e-09,1.892828370377382e-09,1.6126320653087944e-09,7.974287861058528e-10,-0.278235302522602
0.12875,1.1139431851913488e-09,1.2710084756565503e-09,1.8928328962007227e-09,1.6121943636434272e-09,7.947886303489528e-10,-0.38352719965297905
0.12879,1.0716413742035492e-09,1.2721982064888488e-09,1.89368057041998e-09,1.6131719145180621e-09,7.966051015484026e-10,-0.47766123668616156
0.12883,8.880571424709253e-10,1.2736930091228154e-09,1.8947449558958695e-09,1.6143691128999468e-09,7.989849099345093e-10,-0.8433158526876261
0.12887,8.046694072303124e-10,1.2777745102733812e-09,1.8982215930025365e-09,1.6180154841562861e-09,8.046694072303124e-10,-1.050501766487944
0.12892,9.05254492514539e-10,1.2715710298905121e-09,1.8940955832455536e-09,1.6131397726702326e-09,7.947443771668193e-10,-0.8131245004710203
0.12896,9.788848659980433e-10,1.2722859538981926e-09,1.8936840077242775e-09,1.6131821507999447e-09,7.969319969496868e-10,-0.6706725455062845
0.129,9.641615248756576e-10,1.269656294351311e-09,1.891548220660948e-09,1.610895373814701e-09,7.931503110497581e-10,-0.6991125144635029
0.12904,9.728602374655762e-10,1.2719552323426053e-09,1.8930463027385426e-09,1.6126822464692792e-09,7.96864576925543e-10,-0.681907959659432
0.12909,1.089756394095202e-09,1.2734477956230907e-09,1.894738957440475e-09,1.6142640016643647e-09,7.98434451636691e-10,-0.43818268038668917
0.12913,1.3337980538634925e-09,1.2643596783643577e-09,1.8813731818623527e-09,1.6028324969413335e-09,7.925670651125092e-10,0.18833875261636712
0.12917,1.6033407108095729e-09,1.253276280370512e-09,1.8661824741944057e-09,1.5895400031693393e-09,7.841093205697489e-10,1.0447346066851049
0.12921,1.863212815635713e-09,1.2514396822803366e-09,1.8561253249773903e-09,1.5828991414857945e-09,7.917873493561363e-10,2.0510606309558064
0.12925,2.037967480805215e-09,1.2341164697564663e-09,1.8464620765134375e-09,1.5703811737676476e-09,7.619035676593828e-10,2.760799544106078
0.1293,2.001657086041943e-09,1.2225975047383136e-09,1.8378828005892702e-09,1.5608007399236066e-09,7.447698599667217e-10,2.6098088969291684
0.12934,1.8233352334908272e-09,1.2596628695566446e-09,1.8616606332854444e-09,1.5893968618520013e-09,8.049902857049798e-10,1.8929122688792506
0.12938,1.575014065441267e-09,1.2435595613898025e-09,1.851075678157931e-09,1.576845565115029e-09,7.78760782862882e-10,0.9942824949625291
0.12942,1.270035890802643e-09,1.2450190378580032e-09,1.8528836590725584e-09,1.5784903641339426e-09,7.800591182684007e-10,0.06818019842596873
0.12947,7.590547029143311e-10,1.2279189021202683e-09,1.8360873187977288e-09,1.5618994111663135e-09,7.590547029143311e-10,-1.6510531421630263
0.12951,7.766348391532216e-10,1.2364594482462773e-09,1.8384625976657493e-09,1.5666610585041462e-09,7.766348391532216e-10,-2.2503612310503347
0.12955,7.678207017867068e-10,1.2297148044811116e-09,1.83227198398365e-09,1.5603706412165701e-09,7.678207017867068e-10,-2.377115099455364
0.12959,7.717295769410928e-10,1.2328172097977337e-09,1.8351173935830301e-09,1.5633154619924748e-09,7.717295769410928e-10,-2.3675846806145926
0.12964,7.844514685886781e-10,1.245945941040326e-09,1.8507837021994239e-09,1.5776843563148556e-09,7.844514685886781e-10,-2.323118230689876
0.12968,7.80656159628249e-10,1.2471882856781767e-09,1.8567045867214814e-09,1.581597894913968e-09,7.80656159628249e-10,-1.5285356391507054
0.12972,9.701540497394349e-10,1.2485676902222901e-09,1.8574299233627197e-09,1.5825601097716936e-09,7.831466843715146e-10,-0.6495105820237599
0.12976,1.1323784220781591e-09,1.2453970863637071e-09,1.8547996174235253e-09,1.5797674671849752e-09,7.786679327738662e-10,-0.28749968054208686
0.1298,1.260826154472932e-09,1.244211048588644e-09,1.852436595559639e-09,1.5779049368080254e-09,7.786817326326383e-10,0.04320418854271149
0.12985,1.2469008200639146e-09,1.2456038812731745e-09,1.8542176641034258e-09,1.5794939531005264e-09,7.799354084746351e-10,0.0035039083426225007
0.12989,1.3409675794663971e-09,1.2449351362996153e-09,1.854252940108451e-09,1.5792449650916807e-09,7.783296569653925e-10,0.2599170962465334
0.12993,1.4538131410679502e-09,1.247928713796888e-09,1.856630917665062e-09,1.5818107672904546e-09,7.82731278605161e-10,0.5926458573963652
0.12997,1.5690666596236844e-09,1.246364031123968e-09,1.8546125789562356e-09,1.5800096633920565e-09,7.813728554263662e-10,0.9665099969087496
0.13002,1.7657416440961426e-09,1.2381237261413891e-09,1.8499503540204335e-09,1.574029841185629e-09,7.671893809926238e-10,1.6558565087534678
0.13006,1.7909380123700117e-09,1.2441350636945699e-09,1.8534435655780543e-09,1.5784630932401424e-09,7.773221220039574e-10,1.7541817782707994
0.1301,1.7476168048828716e-09,1.2412103964569462e-09,1.8523665702451049e-09,1.5766825898115661e-09,7.715454390285057e-10,1.5856539160364227
0.13014,1.5320411212258164e-09,1.2448866652381635e-09,1.853957145596918e-09,1.5790587656369863e-09,7.78527549896033e-10,0.8425594309734659
0.13019,1.4017000120548834e-09,1.2442315312408856e-09,1.8521077175062354e-09,1.5777137005893849e-09,7.791603525848373e-10,0.4430998405309039
0.13023,1.3476838877578089e-09,1.238333472669255e-09,1.8422811649880318e-09,1.5696211855652415e-09,7.767068979982101e-10,0.30768821879232683
0.13027,1.3493051917843672e-09,1.231299194174168e-09,1.8336610999086915e-09,1.561793168147742e-09,7.700699290914666e-10,0.32744729601545386
0.13031,1.245089110607463e-09,1.2247591302146646e-09,1.8230441742598825e-09,1.5529929447700287e-09,7.669586436021789e-10,0.05529127230899344
0.13036,8.86246796793565e-10,1.2253202504601812e-09,1.8230016422935178e-09,1.5531888765328556e-09,7.68355352820124e-10,-0.782721696964313
0.1304,7.85056697193088e-10,1.2357960744271375e-09,1.8301541918442569e-09,1.5615122493170098e-09,7.85056697193088e-10,-1.5551231598069968
0.13044,7.620912790172617e-10,1.221505721674055e-09,1.8205689075206572e-09,1.5502596855355758e-09,7.620912790172617e-10,-2.1970505420296313
0.13048,7.86233903640349e-10,1.236232570924785e-09,1.8300386444619356e-09,1.5616199469999636e-09,7.86233903640349e-10,-2.4825186602309888
0.13053,7.433266438189317e-10,1.2096019832664678e-09,1.8125223053650911e-09,1.5408361230707899e-09,7.433266438189317e-10,-2.1303804847881587
0.13057,7.606878802189296e-10,1.2212281030526713e-09,1.8211961747829593e-09,1.5505206555615626e-09,7.606878802189296e-10,-1.2687990335458115
0.13061,1.138957312703594e-09,1.2276666825355878e-09,1.8266966996494742e-09,1.5563059615343826e-09,7.694755277790899e-10,-0.22726357839595132
0.13066,1.5351997417150173e-09,1.224165686460937e-09,1.823089007984011e-09,1.5527944338365128e-09,7.654355704135446e-10,0.9371702582085235
0.1307,1.5761585454200672e-09,1.2237683377556688e-09,1.8222152965657497e-09,1.5521145636383227e-09,7.655818215620544e-10,1.080486281626666
0.13074,1.4802050112759769e-09,1.2237202061420334e-09,1.8222443213059582e-09,1.552104090640064e-09,7.654794333251183e-10,0.7587755891477659
0.13078,1.3872178792951887e-09,1.22435396506966e-09,1.8234933057091376e-09,1.552993813338277e-09,7.658894537256509e-10,0.4642130529953264
0.13083,1.410500369629704e-09,1.2251183486911094e-09,1.8240049372886231e-09,1.553674629331333e-09,7.66820498225899e-10,0.5345817665028193
0.13087,1.5448531995616763e-09,1.2261111798907252e-09,1.825059956726882e-09,1.5546749394434709e-09,7.680038431440701e-10,0.9679593215697541
0.13091,1.6019873619697867e-09,1.2325724967968487e-09,1.8272964331782112e-09,1.558530193661579e-09,7.8088902454871e-10,1.1760675731836534
0.13095,1.7082683871100561e-09,1.2135654542107174e-09,1.8147093967268466e-09,1.5436476908980894e-09,7.503663227703255e-10,1.562189068800538
0.131,1.7011914608787525e-09,1.230312205078003e-09,1.823319953472648e-09,1.5553093495645693e-09,7.802121951038018e-10,1.55205039997765
0.13104,1.6555916878881597e-09,1.2173982196513162e-09,1.8145541545908129e-09,1.5450779071521065e-09,7.596008349839101e-10,1.3842807250425764
0.13108,1.496238816796277e-09,1.219996817119768e-09,1.8156558474632646e-09,1.5467589987035377e-09,7.644524764359975e-10,0.8317197157484963
0.13112,1.2202913265618944e-09,1.2182684806532692e-09,1.8134211409580365e-09,1.5447716931703965e-09,7.629329064798493e-10,0.005843509857086717
0.13117,7.589265248698085e-10,1.2161039408997698e-09,1.8123768858956987e-09,1.5433161279391572e-09,7.589265248698085e-10,-1.0704624530725162
0.13121,7.651637085824778e-10,1.2202507022590576e-09,1.8154736489845258e-09,1.5467711355709126e-09,7.651637085824778e-10,-1.5246260569879801
0.13125,7.721919923464959e-10,1.2248147366318352e-09,1.8187607562104655e-09,1.5505019707931724e-09,7.721919923464959e-10,-1.6596672404477417
0.1313,7.69080853211413e-10,1.223011504938357e-09,1.8177112001510356e-09,1.5491802300758587e-09,7.69080853211413e-10,-1.448558350364395
0.13134,7.602004279858443e-10,1.2184214507823417e-09,1.8159159182309612e-09,1.5463194788760643e-09,7.602004279858443e-10,-1.1104018339185016
0.13138,9.261144528871858e-10,1.2233634754867857e-09,1.8192453621072078e-09,1.5502210730257626e-09,7.680846083583296e-10,-0.6988696554908616
0.13142,1.046207837457887e-09,1.2223379762587318e-09,1.8186848883708128e-09,1.5494894858526293e-09,7.662819076411608e-10,-0.437983503167716
0.13147,1.1003811597874e-09,1.2221377862597858e-09,1.818335189186309e-09,1.5491974047608525e-09,7.662668813341524e-10,-0.3090719246312568
0.13151,1.0989183979506049e-09,1.2208209193584578e-09,1.8175384085675437e-09,1.5482026628027062e-09,7.641049467662967e-10,-0.3127485552462526
0.13155,1.1412207546409663e-09,1.2224320668564453e-09,1.8201707152668366e-09,1.550369491082395e-09,7.649141757505596e-10,-0.21245637628763214
0.1316,1.4044751641073581e-09,1.2331434587315765e-09,1.8351435018975414e-09,1.5633636681446187e-09,7.728807016968065e-10,0.49174289900344686
0.13164,1.6322205944228468e-09,1.2312556385094009e-09,1.8414661225919613e-09,1.5654970587804075e-09,7.642034017813263e-10,1.2133967566764707
0.13168,1.667572116453504e-09,1.2336415005093854e-09,1.842758450143248e-09,1.5680436974347134e-09,7.650090557182596e-10,1.3233228544485636
0.13172,2.0459431163908686e-09,1.2472430571511665e-09,1.8585253619976821e-09,1.5826541406280792e-09,7.788208991711337e-10,2.766180847740179
0.13177,2.1132386849568587e-09,1.2576749327515366e-09,1.8672225401433337e-09,1.5918768220531915e-09,7.934605170645787e-10,3.0449275038220844
0.13181,2.01236149850275e-09,1.2400453093119874e-09,1.8579846379885261e-09,1.5794512855299922e-09,7.625619705583173e-10,2.5872351787365386
0.13185,1.8738883956992456e-09,1.2672793699784752e-09,1.8738962822880704e-09,1.5995677570103933e-09,8.086811355128973e-10,2.0399268487110853
0.1319,1.4871853120972448e-09,1.2541092214034643e-09,1.868215587316371e-09,1.5910835407146924e-09,7.835385792556605e-10,0.6614808705209924
0.13194,1.0805891824028988e-09,1.251891476994771e-09,1.8651318827177183e-09,1.5872054320023334e-09,7.843830186466707e-10,-0.41828354424133496
0.13198,7.81086595986115e-10,1.2517421980018027e-09,1.8726253807613036e-09,1.592268373464594e-09,7.81086595986115e-10,-1.2637783346446243
0.13203,8.154163477718752e-10,1.2704391915472357e-09,1.8763461953183083e-09,1.601282081529129e-09,8.154163477718752e-10,-2.5899043652575657
0.13207,7.900519895427322e-10,1.25446929164837e-09,1.863768133789347e-09,1.5885542036867905e-09,7.900519895427322e-10,-3.167404911403284
0.13211,7.631066578655766e-10,1.237076469685872e-09,1.8513157358192445e-09,1.5744170180314034e-09,7.631066578655766e-10,-3.68701702891525
0.13215,7.959283002275431e-10,1.2569009099410952e-09,1.8635789967468177e-09,1.5894487329728576e-09,7.959283002275431e-10,-3.638981924969094
0.1322,7.755806679408298e-10,1.2375850911264193e-09,1.8416471509787491e-09,1.5689661034279649e-09,7.755806679408298e-10,-3.901966855826863
0.13224,7.72659188440222e-10,1.2359844462256053e-09,1.840935164018838e-09,1.5679059693696225e-09,7.72659188440222e-10,-3.56133825438078
0.13228,7.634604896724791e-10,1.2327068899615706e-09,1.8422050150093544e-09,1.5673398865387796e-09,7.634604896724791e-10,-2.703900896899201
0.13233,8.533612274195308e-10,1.2497494859601563e-09,1.8603802213010807e-09,1.5847150754851147e-09,7.827056389303909e-10,-0.8777076667512922
0.13237,1.4539936688753566e-09,1.2481390205848526e-09,1.8584872309274148e-09,1.5829677025261625e-09,7.8104354623533e-10,0.5857053245529896
0.13241,1.9235190151095752e-09,1.229700686158448e-09,1.8428975927406108e-09,1.5664763304993048e-09,7.560513779959751e-10,2.2742950230951666
0.13246,2.328223682465849e-09,1.1998140731212705e-09,1.8138374525064694e-09,1.537662903990771e-09,7.195297021685213e-10,4.2119250948916
0.1325,2.5536515314977244e-09,1.22852098396729e-09,1.8310166400792415e-09,1.5590917379268684e-09,7.668615427686879e-10,5.439373321905202
0.13254,2.51191356682179e-09,1.2342644951374835e-09,1.83299689034379e-09,1.562520229762153e-09,7.782924548946517e-10,5.2349187427855455
