mass,limit_95,med_limit,2sigma_up,1sigma_up,1sigma_down,test_statistic
0.48649,5.488680800455624e-11,5.733539801295366e-11,8.533914049976843e-11,7.269782050974055e-11,3.5914196548882423e-11,-0.13668902906525718
0.48665,5.4299550809818616e-11,5.7286856371438977e-11,8.525836473607654e-11,7.262723304560031e-11,3.5909062497518355e-11,-0.16487632257606782
0.4868,5.649484993283885e-11,5.711022501695566e-11,8.500798702482721e-11,7.24145005200557e-11,3.576943879680198e-11,-0.03459577135133488
0.48695,5.6505190306748404e-11,5.7174882666115256e-11,8.51056641958258e-11,7.249649960828989e-11,3.581331712049654e-11,-0.037386108655726946
0.4871,5.0116946434225915e-11,5.714838470518957e-11,8.508324983431176e-11,7.247249592557453e-11,3.5779024527433116e-11,-0.3799772943031094
0.48726,4.7923471270078995e-11,5.7132284581837344e-11,8.507053803490096e-11,7.24586197326716e-11,3.5756132387783445e-11,-0.48817001636122426
0.48741,4.6618462001368487e-11,5.718021914422236e-11,8.513121960211142e-11,7.25129513683521e-11,3.5800056071901565e-11,-0.5516020583564085
0.48756,5.3255621717968684e-11,5.7120487841562856e-11,8.501135109806845e-11,7.242005605327127e-11,3.579316738847331e-11,-0.21355695217026444
0.48771,5.854974960718099e-11,5.7105774801809025e-11,8.503449200146073e-11,7.242710279678678e-11,3.57343513513329e-11,0.08302116210369652
0.48787,6.575411016213871e-11,5.698270040016186e-11,8.48350022723774e-11,7.226274402259604e-11,3.566932735300884e-11,0.5446786486251686
0.48802,7.069498472191574e-11,5.7008941062838463e-11,8.483428044980533e-11,7.227517571971379e-11,3.5715862362358025e-11,0.8671810880114179
0.48817,6.382251281719833e-11,5.69865507247031e-11,8.478797234057486e-11,7.224038571006877e-11,3.570585895230541e-11,0.4062989908217162
0.48833,5.790837942891219e-11,5.697268822259368e-11,8.480238565080856e-11,7.22413440772304e-11,3.5673745791216694e-11,0.05442903106530929
0.48848,4.1934087450961355e-11,5.7103451953531925e-11,8.50117652296207e-11,7.241496423601127e-11,3.574295325940973e-11,-0.7581878010372957
0.48863,3.568679465183128e-11,5.701138515524277e-11,8.487009397099574e-11,7.22962111977395e-11,3.568679465183128e-11,-1.0907125549383285
0.48879,3.5538738992608446e-11,5.675251149075049e-11,8.447491589436367e-11,7.196179340925434e-11,3.5538738992608446e-11,-1.192256925077859
0.48894,3.543390622293923e-11,5.659156875242681e-11,8.424199955167387e-11,7.17609661872167e-11,3.543390622293923e-11,-1.13517480709566
0.48909,4.355647271729479e-11,5.653360355381593e-11,8.416203448104043e-11,7.169022072047496e-11,3.5395708589471315e-11,-0.6685404903797497
0.48925,4.782295813253067e-11,5.633332485012132e-11,8.387224021119838e-11,7.144213638898651e-11,3.525230692708161e-11,-0.460329234888186
0.4894,5.320926470009995e-11,5.636852499370716e-11,8.393572628453501e-11,7.148810795810612e-11,3.529190707528851e-11,-0.17914450644379457
0.48955,4.650352214740902e-11,5.610027810627096e-11,8.352794884018222e-11,7.114574650926196e-11,3.512021087534194e-11,-0.5148453747374546
0.48971,3.49671018367715e-11,5.585055442182427e-11,8.315172360444717e-11,7.08268504275565e-11,3.49671018367715e-11,-1.0701282899678837
0.48986,4.1016639557197613e-11,5.5688980381911024e-11,8.301511774431231e-11,7.062909216801782e-11,3.48544038793891e-11,-0.7530493812898981
0.49001,4.990034480057623e-11,5.549686307406171e-11,8.261578319439076e-11,7.037398486426901e-11,3.4749434916249804e-11,-0.3149499324723432
0.49017,6.419547489523058e-11,5.534639545785239e-11,8.239008129548061e-11,7.018260723621243e-11,3.465427502207435e-11,0.5680148322187035
0.49032,6.919106432500294e-11,5.5185055860929136e-11,8.214018812590959e-11,6.997318085563196e-11,3.455986896996597e-11,0.9412812858608361
0.49047,7.495989886191756e-11,5.507154847832178e-11,8.197201789046975e-11,6.982993445123887e-11,3.4486590011690535e-11,1.4025904337821615
0.49063,7.325467620432967e-11,5.5133544911666215e-11,8.207383781778083e-11,6.991381827685464e-11,3.451668762636145e-11,1.258273081247584
0.49078,7.084378381758669e-11,5.513100883989279e-11,8.203866730901403e-11,6.989150046648304e-11,3.455715559778873e-11,1.0751443465609145
0.49093,7.206727961868182e-11,5.501191089329071e-11,8.188488443986759e-11,6.975505556581594e-11,3.444862745960226e-11,1.1781184216079954
0.49109,5.497082861893445e-11,5.5092807006997895e-11,8.199233475781548e-11,6.984976521396554e-11,3.4513459153965504e-11,-0.006219071632764754
0.49124,3.7095611013715274e-11,5.498315898461806e-11,8.184585383784215e-11,6.971995745896651e-11,3.44312889772957e-11,-0.896021818787426
0.4914,3.438133417321551e-11,5.4909579079197086e-11,8.174490509992505e-11,6.963063253294009e-11,3.438133417321551e-11,-1.5817636162959443
0.49155,3.433514882698839e-11,5.487992332909892e-11,8.172586882294592e-11,6.960741046287084e-11,3.433514882698839e-11,-1.8705843329327378
0.4917,3.445680220246674e-11,5.5035116956882025e-11,8.193089246588748e-11,6.979020629932287e-11,3.445680220246674e-11,-1.1851541792834752
0.49186,4.38765523857286e-11,5.4967702437575484e-11,8.182570293025044e-11,6.970295267526487e-11,3.440904440787754e-11,-0.5971426321750538
0.49201,4.4810485122146595e-11,5.48894879029622e-11,8.170600012902557e-11,6.960013271877217e-11,3.437908055950656e-11,-0.5481458364210906
0.49217,4.6466740265788234e-11,5.4867230736977876e-11,8.1673034555029e-11,6.957690989645288e-11,3.433387411453649e-11,-0.4660711920086589
0.49232,5.876600124052541e-11,5.488864352680874e-11,8.170882498631902e-11,6.96022368167938e-11,3.436737214984056e-11,0.24056591243321196
0.49248,6.751198495343536e-11,5.47842554143594e-11,8.15475620761744e-11,6.94666964530963e-11,3.430755341909841e-11,0.8534615882828864
0.49263,7.130876218695784e-11,5.4844177205826456e-11,8.164837649782206e-11,6.954969747838444e-11,3.433009820231558e-11,1.1346288653202141
0.49278,7.701149620319799e-11,5.4702037212439474e-11,8.14371134013963e-11,6.936939257767136e-11,3.424248413169933e-11,1.6141377775166375
0.49294,8.32299648495652e-11,5.473497667714047e-11,8.157174498419602e-11,6.941522958668595e-11,3.427243211388864e-11,2.1600857754438945
0.49309,7.729062528196482e-11,5.466420794935073e-11,8.137514171677887e-11,6.931737707892504e-11,3.422957061109725e-11,1.6439904174587237
0.49325,6.628343295287223e-11,5.47054512656177e-11,8.144235342888807e-11,6.937256209296881e-11,3.4251647664708794e-11,0.7700481260949102
0.4934,3.996099663123279e-11,5.45868899810659e-11,8.1268825846336e-11,6.92244055501363e-11,3.4171138010844565e-11,-0.763607701371813
0.49356,3.4140880135189916e-11,5.4529276629154543e-11,8.117449458796377e-11,6.914707863968309e-11,3.4140880135189916e-11,-1.9652187304414468
0.49371,3.4307147509552224e-11,5.473588068052641e-11,8.140994238247125e-11,6.937127100820657e-11,3.4307147509552224e-11,-2.102904444914117
0.49387,3.412142463066531e-11,5.448928575756447e-11,8.110736270196288e-11,6.909255554958071e-11,3.412142463066531e-11,-2.204816463373875
0.49402,3.407346183759592e-11,5.442657057101437e-11,8.102337270921454e-11,6.901807734903299e-11,3.407346183759592e-11,-1.6868449687026805
0.49418,3.406829138700966e-11,5.440117213589966e-11,8.098068304328439e-11,6.898226665665138e-11,3.406829138700966e-11,-1.283467731958143
